"game","language","name","setCode","reason"
"POKEMON","ja","Pokemon VS","","no_jp_set_logo_mapping"
"POKEMON","ja","J Promotional cards","","no_jp_set_logo_mapping"
"POKEMON","ja","P Promotional cards","","no_jp_set_logo_mapping"
"POKEMON","ja","Darkness, and to Light...","","no_jp_set_logo_mapping"
"POKEMON","ja","Intro Pack Neo (Chikorita)","","no_jp_set_logo_mapping"
"POKEMON","ja","Intro Pack Neo (Totodile)","","no_jp_set_logo_mapping"
"POKEMON","ja","Neo Premium File 3","NPF3","no_jp_set_logo_mapping"
"POKEMON","ja","Crossing the Ruins...","","no_jp_set_logo_mapping"
"POKEMON","ja","Neo Premium File 2","NPF2","no_jp_set_logo_mapping"
"POKEMON","ja","Gold, Silver, to a New World...","","no_jp_set_logo_mapping"
"POKEMON","ja","Neo Premium File 1","NPF1","no_jp_set_logo_mapping"
"POKEMON","ja","Intro Pack (Bulbasaur)","","no_jp_set_logo_mapping"
"POKEMON","ja","Intro Pack (Squirtle)","","no_jp_set_logo_mapping"
"POKEMON","ja","Quick Starter Gift Set (Green Deck)","","no_jp_set_logo_mapping"
"POKEMON","ja","Quick Starter Gift Set (Red Deck)","","no_jp_set_logo_mapping"
"POKEMON","ja","Leaders' Stadium","","no_jp_set_logo_mapping"
"POKEMON","ja","City Gym Decks","","no_jp_set_logo_mapping"
"POKEMON","ja","Challenge from the Darkness","","no_jp_set_logo_mapping"
"POKEMON","ja","Pokemon Jungle","","no_jp_set_logo_mapping"
"POKEMON","ja","Expansion Pack (No Rarity)","","no_jp_set_logo_mapping"
"ONE_PIECE","en","Set Sail Deck Set","SD01","official_onepiece_product_page_not_found_or_no_visual"
"ONE_PIECE","en","One Piece Demo Deck Cards","OP-DD","no_onepiece_base_set_code"
"ONE_PIECE","en","Revision Pack Cards","OP-RP","no_onepiece_base_set_code"
"ONE_PIECE","en","One Piece Collection Sets","OP-CS","no_onepiece_base_set_code"
"ONE_PIECE","en","One Piece Promotion Cards","OP-PR","no_onepiece_base_set_code"
